id,callingPartyNumber,originalCalledPartyNumber,duration
2575,1610,1013,47
2576,b001179556011001,7777,47
2577,b001179556011001,7777,46
2578,b001179556911001,7777,46
2579,b001179556911001,7777,46
2580,1910,1711,77
2581,b001179474711001,7777,77
2582,b001179474711001,7777,77
2583,595072760,99,44
2584,1006,1007,27
2585,b001179513711001,7777,26
2586,b001179513711001,7777,26
2587,b001179534011001,7777,26
2588,b001179534011001,7777,26
2589,1951,1950,37
2590,b001179522111001,7777,36
2591,b001179522111001,7777,36
2592,b001179550511001,7777,36
2593,b001179550511001,7777,36
2594,1950,1954,24
2595,b001179550511001,7777,23
2596,b001179550511001,7777,23
2597,b002179181011001,7777,23
2598,b002179181011001,7777,23
2599,b001179533011001,7777,46
2600,b001179533011001,7777,46
2601,1017,1405,167
2602,b001179514911001,7777,167
2603,b001179514911001,7777,166
2604,b001179470611001,7777,167
2605,b001179470611001,7777,167
2606,1015,1030,71
2607,b001179541111001,7777,71
2608,b001179541111001,7777,70
2609,b001179533211001,7777,71
2610,b001179533211001,7777,70
2611,12263454010,1407,6
2612,1036,1614,256
2613,b001179516011001,7777,256
2614,b001179516011001,7777,256
2615,b002179164511001,7777,256
2616,b002179164511001,7777,256
2617,1013,97433003246,67
2618,b001179516711001,7777,67
2619,b001179516711001,7777,67
2620,1028,503476008,164
2621,b001179512111001,7777,164
2622,b001179512111001,7777,164
2623,1309,1703,41
2624,b001179471411001,7777,40
2625,b001179471411001,7777,40
2626,b001179460411001,7777,40
2627,b001179460411001,7777,40
2628,1804,1009,76
2629,b001179526311001,7777,75
2630,b001179526311001,7777,75
2631,b001179534711001,7777,75
2632,b001179534711001,7777,75
2633,1036,1006,215
2634,b001179516011001,7777,215
2635,b001179516011001,7777,215
2636,b001179534011001,7777,215
2637,b001179534011001,7777,215
2638,557846624,99,22
2639,549832756,99,21
2640,1000,1421,45
2641,b001179548511001,7777,44
2642,b001179548511001,7777,44
2643,b001179484011001,7777,44
2644,b001179484011001,7777,44
2645,1006,1003,14
2646,b001179515111001,7777,14
2647,b001179515111001,7777,14
2648,b001179534011001,7777,14
2649,b001179534011001,7777,14
2650,1003,1006,90
2651,b001179515111001,7777,89
2652,b001179515111001,7777,89
2653,b001179534011001,7777,91
2654,b001179534011001,7777,90
2655,1421,1019,18
2656,b001179484011001,7777,18
2657,b001179484011001,7777,18
2658,b001179512511001,7777,18
2659,b001179512511001,7777,18
2660,b001179548511001,7777,101
2661,b001179548511001,7777,101
2662,1410,1021,40
2663,b001179555811001,7777,39
2664,b001179555811001,7777,39
2665,b001179556011001,7777,39
2666,b001179556011001,7777,39
2667,1421,1009,61
2668,b001179534711001,7777,61
2669,b001179534711001,7777,61
2670,b001179484011001,7777,61
2671,b001179484011001,7777,61
2672,1022,1501,3
2673,b001179514611001,7777,2
2674,b001179514611001,7777,2
2675,1101,1415,3
2676,b001179516111001,7777,3
2677,b001179516111001,7777,2
2678,1905,1614,40
2679,b001179469011001,7777,40
2680,b001179469011001,7777,40
2681,b002179164511001,7777,40
2682,b002179164511001,7777,40
2683,1707,1044,5
2684,b001179459611001,7777,5
2685,b001179459611001,7777,4
2686,0+12032155752,1904,5
2687,1003,1030,3
2688,b001179515111001,7777,2
2689,b001179515111001,7777,2
2690,1005,1021,76
2691,b001179556011001,7777,76
2692,b001179556011001,7777,76
2693,b001179554911001,7777,76
2694,b001179554911001,7777,75
2695,1905,1419,16
2696,b001179469011001,7777,15
2697,b001179469011001,7777,15
2698,b001179466911001,7777,15
2699,b001179466911001,7777,15
2700,534917750,99,28
2701,503476008,99,45
2702,552444903,99,36
2703,506214256,90,144
2704,b001179532911001,7777,144
2705,b001179532911001,7777,144
2706,1711,1910,43
2707,b001179474711001,7777,43
2708,b001179474711001,7777,42
2709,1211,1703,21
2710,b001179461511001,7777,21
2711,b001179461511001,7777,21
2712,b001179471411001,7777,21
2713,b001179471411001,7777,21
2714,1011,1420,13
2715,b001179516211001,7777,12
2716,b001179516211001,7777,12
2717,b001179476911001,7777,12
2718,b001179476911001,7777,12
2719,1617,8000800080,5
2720,b002179164211001,7777,5
2721,b002179164211001,7777,5
2722,2803,1036,389
2723,b001179516011001,7777,390
2724,b001179516011001,7777,390
2725,1019,500671313,657
2726,b001179512511001,7777,656
2727,b001179512511001,7777,656
2728,2802,1407,299
2729,b001179470911001,7777,299
2730,b001179470911001,7777,299
2731,1022,1954,7
2732,b002179181011001,7777,6
2733,b002179181011001,7777,6
2734,b001179514611001,7777,6
2735,b001179514611001,7777,6
2736,0+12032155752,99,15
2737,1707,555017872,115
2738,b001179459611001,7777,115
2739,b001179459611001,7777,115
2740,1016,1407,69
2741,b001179470911001,7777,69
2742,b001179470911001,7777,69
2743,b001179515211001,7777,70
2744,b001179515211001,7777,70
2745,531511889,99,25
2746,1031,1419,14
2747,b001179466911001,7777,13
2748,b001179466911001,7777,13
2749,b001179530111001,7777,13
2750,b001179530111001,7777,13
2751,b001179514911001,7777,4
2752,b001179514911001,7777,4
2753,1617,1000,96
2754,b002179164211001,7777,95
2755,b002179164211001,7777,95
2756,b001179548511001,7777,95
2757,b001179548511001,7777,95
2758,b001179514911001,7777,4
2759,b001179514911001,7777,4
2760,1017,1030,6
2761,594996176,1017,94
2762,b001179514911001,7777,14
2763,b001179514911001,7777,14
2764,1617,1040,3
2765,b002179164211001,7777,3
2766,b002179164211001,7777,2
2767,1030,554427323,31
2768,b001179541111001,7777,31
2769,b001179541111001,7777,31
2770,1000,1618,4
2771,b001179548511001,7777,4
2772,b001179548511001,7777,3
2773,9.72E+11,99,6
2774,1100,1101,61
2775,b001179514511001,7777,60
2776,b001179514511001,7777,60
2777,b001179516111001,7777,60
2778,b001179516111001,7777,60
2779,1950,1951,9
2780,b001179550511001,7777,8
2781,b001179550511001,7777,8
2782,b001179522111001,7777,9
2783,b001179522111001,7777,9
2784,3981,500233520,399
2785,b001179520511001,7777,399
2786,b001179520511001,7777,399
2787,1415,1101,23
2788,b001179469711001,7777,23
2789,b001179469711001,7777,22
2790,b001179516111001,7777,23
2791,b001179516111001,7777,22
2792,509247613,99,22
2793,1103,1003,33
2794,b001179515111001,7777,32
2795,b001179515111001,7777,32
2796,b001179517211001,7777,32
2797,b001179517211001,7777,32
2798,1017,545563080,103
2799,b001179514911001,7777,103
2800,b001179514911001,7777,102
2801,1021,1009,5
2802,b001179556011001,7777,5
2803,b001179556011001,7777,5
2804,b001179534711001,7777,5
2805,b001179534711001,7777,5
2806,1009,1804,24
2807,b001179526311001,7777,24
2808,b001179526311001,7777,24
2809,b001179534711001,7777,24
2810,b001179534711001,7777,24
2811,508103875,99,3
2812,1006,1003,29
2813,b001179515111001,7777,28
2814,b001179515111001,7777,28
2815,b001179534011001,7777,29
2816,b001179534011001,7777,29
2817,1804,1009,106
2818,b001179526311001,7777,106
2819,b001179526311001,7777,106
2820,b001179534711001,7777,106
2821,b001179534711001,7777,106
2822,558294134,99,7
2823,1006,1036,92
2824,b001179516011001,7777,92
2825,b001179516011001,7777,91
2826,b001179534011001,7777,92
2827,b001179534011001,7777,91
2828,1703,1046,261
2829,b001179514211001,7777,261
2830,b001179514211001,7777,261
2831,b001179471411001,7777,262
2832,b001179471411001,7777,262
2833,1806,1803,47
2834,b001179477111001,7777,47
2835,b001179477111001,7777,47
2836,b001179476211001,7777,47
2837,b001179476211001,7777,46
2838,1029,1421,11
2839,b001179532911001,7777,11
2840,b001179532911001,7777,10
2841,b001179484011001,7777,11
2842,b001179484011001,7777,10
2843,1022,1409,6
2844,b001179468211001,7777,6
2845,b001179468211001,7777,6
2846,b001179514611001,7777,6
2847,b001179514611001,7777,6
2848,598737973,93,349
2849,b001179548511001,7777,102
2850,b001179548511001,7777,102
2851,1609,1614,73
2852,b002179164511001,7777,73
2853,b002179164511001,7777,73
2854,b002179180711001,7777,73
2855,b002179180711001,7777,73
2856,531511889,1017,107
2857,b001179514911001,7777,107
2858,b001179514911001,7777,106
2859,1616,1614,108
2860,b002179164511001,7777,108
2861,b002179164511001,7777,108
2862,1419,1030,3
2863,b001179466911001,7777,2
2864,b001179466911001,7777,2
2865,1016,1412,20
2866,b001179515211001,7777,20
2867,b001179515211001,7777,20
2868,b001179556711001,7777,20
2869,b001179556711001,7777,20
2870,550512721,99,28
2871,1030,548926146,76
2872,b001179541111001,7777,75
2873,b001179541111001,7777,75
2874,b001179548511001,7777,103
2875,b001179548511001,7777,103
2876,1003,534917750,701
2877,b001179515111001,7777,701
2878,b001179515111001,7777,701
2879,531176724,90,39
2880,b001179548511001,7777,39
2881,b001179548511001,7777,39
2882,4001,5001,882
2883,b001179536811001,7777,881
2884,b001179536811001,7777,881
2885,b001179546111001,7777,882
2886,b001179546111001,7777,882
2887,1505,504469015,24
2888,b001179467311001,7777,24
2889,b001179467311001,7777,23
2890,1954,1950,56
2891,b001179550511001,7777,56
2892,b001179550511001,7777,55
2893,b002179181011001,7777,56
2894,b002179181011001,7777,55
2895,b001179548511001,7777,69
2896,b001179548511001,7777,68
2897,1409,1022,6
2898,b001179468211001,7777,6
2899,b001179468211001,7777,6
2900,1904,1009,75
2901,b001179469911001,7777,74
2902,b001179469911001,7777,74
2903,b001179534711001,7777,74
2904,b001179534711001,7777,74
2905,1036,1454,231
2906,b001179516011001,7777,231
2907,b001179516011001,7777,230
2908,b001179471211001,7777,231
2909,b001179471211001,7777,230
2910,1003,4.47E+11,5
2911,b001179515111001,7777,5
2912,b001179515111001,7777,5
2913,1003,4.47E+11,2
2914,b001179515111001,7777,2
2915,b001179515111001,7777,1
2916,9.72E+11,99,43
2917,1000,1124,12
2918,b001179548511001,7777,11
2919,b001179548511001,7777,11
2920,b001179522911001,7777,11
2921,b001179522911001,7777,11
2922,5001,1020,21
2923,b001179516811001,7777,20
2924,b001179516811001,7777,20
2925,b001179536811001,7777,20
2926,b001179536811001,7777,20
2927,1407,1804,2
2928,b001179470911001,7777,1
2929,b001179470911001,7777,1
2930,1707,595480970,85
2931,b001179459611001,7777,85
2932,b001179459611001,7777,84
2933,1036,1006,362
2934,b001179516011001,7777,361
2935,b001179516011001,7777,361
2936,b001179534011001,7777,361
2937,b001179534011001,7777,361
2938,b001179541111001,7777,10
2939,b001179541111001,7777,9
2940,1912,1414,42
2941,b001179466811001,7777,41
2942,b001179466811001,7777,41
2943,b001179473611001,7777,41
2944,b001179473611001,7777,41
2945,1691,566919592,49
2946,1424,1412,864
2947,b001179547911001,7777,864
2948,b001179547911001,7777,864
2949,1409,1804,1
2950,b001179468211001,7777,1
2951,b001179468211001,7777,1
2952,1017,548752105,37
2953,b001179514911001,7777,37
2954,b001179514911001,7777,37
2955,1421,590644663,6
2956,b001179484011001,7777,5
2957,b001179484011001,7777,5
2958,1006,1003,423
2959,b001179515111001,7777,423
2960,b001179515111001,7777,422
2961,b001179534011001,7777,423
2962,b001179534011001,7777,422
2963,1910,1009,4
2964,537575004,90,82
2965,b001179532911001,7777,82
2966,b001179532911001,7777,82
2967,501929422,90,1
2968,550512721,90,48
2969,b001179532911001,7777,47
2970,b001179532911001,7777,47
2971,5001,1021,366
2972,b001179556011001,7777,365
2973,b001179556011001,7777,365
2974,b001179536811001,7777,365
2975,b001179536811001,7777,365
2976,1454,1036,16
2977,b001179471211001,7777,15
2978,b001179471211001,7777,15
2979,b001179516011001,7777,15
2980,b001179516011001,7777,15
2981,1419,1029,14
2982,b001179466911001,7777,13
2983,b001179466911001,7777,13
2984,b001179532911001,7777,13
2985,b001179532911001,7777,13
2986,1031,1117,2
2987,b001179530111001,7777,1
2988,b001179530111001,7777,1
2989,1950,1951,29
2990,b001179550511001,7777,29
2991,b001179550511001,7777,28
2992,552444903,1407,17
2993,1316,1017,15
2994,b001179514911001,7777,14
2995,b001179514911001,7777,14
2996,b001179461611001,7777,14
2997,b001179461611001,7777,14
2998,1009,1407,22
2999,b001179534711001,7777,21
3000,b001179534711001,7777,21
3001,b001179470911001,7777,21
3002,b001179470911001,7777,21
3003,1031,1001,2
3004,b001179530111001,7777,2
3005,b001179530111001,7777,2
3006,1031,1000,13
3007,b001179530111001,7777,12
3008,b001179530111001,7777,12
3009,b001179548511001,7777,12
3010,b001179548511001,7777,12
3011,549832756,99,24
3012,552022884,99,44
3013,550260837,99,12
3014,1001,1030,138
3015,b001179533011001,7777,138
3016,b001179533011001,7777,138
3017,b001179541111001,7777,138
3018,b001179541111001,7777,138
3019,1003,1806,439
3020,b001179476211001,7777,438
3021,b001179476211001,7777,438
3022,b001179515111001,7777,438
3023,b001179515111001,7777,438
3024,1003,550260837,106
3025,b001179515111001,7777,106
3026,b001179515111001,7777,106
3027,1003,1006,38
3028,b001179515111001,7777,37
3029,b001179515111001,7777,37
3030,b001179534011001,7777,37
3031,b001179534011001,7777,37
3032,1016,1021,18
3033,b001179556011001,7777,18
3034,b001179556011001,7777,18
3035,b001179515211001,7777,18
3036,b001179515211001,7777,18
3037,1003,1006,42
3038,b001179515111001,7777,42
3039,b001179515111001,7777,42
3040,b001179534011001,7777,42
3041,b001179534011001,7777,41
3042,1031,1036,50
3043,b001179530111001,7777,49
3044,b001179530111001,7777,49
3045,b001179516011001,7777,49
3046,b001179516011001,7777,49
3047,1009,1021,19
3048,b001179513611001,7777,18
3049,b001179513611001,7777,18
3050,b001179534711001,7777,18
3051,b001179534711001,7777,18
3052,1009,1021,63
3053,b001179513611001,7777,63
3054,b001179513611001,7777,63
3055,b001179534711001,7777,63
3056,b001179534711001,7777,63
3057,1006,1036,27
3058,b001179534011001,7777,26
3059,b001179534011001,7777,26
3060,b001179516011001,7777,27
3061,b001179516011001,7777,27
3062,506214256,99,44
3063,1426,1008,3
3064,b001179472111001,7777,3
3065,b001179472111001,7777,3
3066,1422,1424,6
3067,b001179470511001,7777,6
3068,b001179470511001,7777,6
3069,1426,1014,5
3070,b001179472111001,7777,4
3071,b001179472111001,7777,4
3072,1031,554679840,86
3073,b001179530111001,7777,85
3074,b001179530111001,7777,85
3075,1003,16048373746,18
3076,b001179515111001,7777,17
3077,b001179515111001,7777,17
3078,1006,556205617,223
3079,b001179534011001,7777,222
3080,b001179534011001,7777,222
3081,531511889,99,28
3082,1006,1003,314
3083,b001179515111001,7777,314
3084,b001179515111001,7777,314
3085,b001179534011001,7777,314
3086,b001179534011001,7777,314
3087,2925,1005,126
3088,b001179554911001,7777,125
3089,b001179554911001,7777,125
3090,1902,1421,90
3091,b001179484011001,7777,89
3092,b001179484011001,7777,89
3093,b001179476811001,7777,89
3094,b001179476811001,7777,89
3095,1017,543513648,55
3096,b001179514911001,7777,55
3097,b001179514911001,7777,55
3098,2802,1009,10
3099,b001179534711001,7777,10
3100,b001179534711001,7777,10
3101,1409,1022,5
3102,b001179468211001,7777,5
3103,b001179468211001,7777,4
3104,b001179514611001,7777,5
3105,b001179514611001,7777,4
3106,2980,1046,22
3107,b001179514211001,7777,22
3108,b001179514211001,7777,22
3109,594996176,99,9
3110,1613,1612,66
3111,b002179163811001,7777,66
3112,b002179163811001,7777,66
3113,b002179163711001,7777,66
3114,b002179163711001,7777,66
3115,1711,1910,36
3116,b001179474711001,7777,35
3117,b001179474711001,7777,35
3118,561046393,99,28
3119,b001179548511001,7777,30
3120,b001179548511001,7777,29
3121,b001179548511001,7777,5
3122,b001179548511001,7777,5
3123,557846624,93,45
3124,5001,3982,200
3125,b001179520711001,7777,200
3126,b001179520711001,7777,199
3127,b001179536811001,7777,199
3128,b001179536811001,7777,199
3129,503476008,99,32
3130,509247613,91,113
3131,b001179534011001,7777,113
3132,b001179534011001,7777,113
3133,1909,1908,5
3134,b001179477411001,7777,5
3135,b001179477411001,7777,5
3136,1412,1424,6
3137,b001179547911001,7777,5
3138,b001179547911001,7777,5
3139,1412,1424,3
3140,b001179547911001,7777,3
3141,b001179547911001,7777,3
3142,1412,1424,6
3143,b001179547911001,7777,6
3144,b001179547911001,7777,5
3145,1000,1030,53
3146,b001179548511001,7777,52
3147,b001179548511001,7777,52
3148,b001179541111001,7777,53
3149,b001179541111001,7777,52
3150,1003,1407,66
3151,b001179515111001,7777,65
3152,b001179515111001,7777,65
3153,b001179470911001,7777,65
3154,b001179470911001,7777,65
3155,1029,1612,6
3156,b001179532911001,7777,5
3157,b001179532911001,7777,5
3158,1950,1951,46
3159,b001179550511001,7777,45
3160,b001179550511001,7777,45
3161,b001179522111001,7777,46
3162,b001179522111001,7777,46
3163,1015,114459300,322
3164,b001179533211001,7777,321
3165,b001179533211001,7777,321
3166,1009,1804,10
3167,b001179526311001,7777,10
3168,b001179526311001,7777,9
3169,b001179534711001,7777,10
3170,b001179534711001,7777,9
3171,1000,561597184,65
3172,b001179548511001,7777,64
3173,b001179548511001,7777,64
3174,1419,1031,7
3175,b001179530111001,7777,6
3176,b001179530111001,7777,6
3177,b001179466911001,7777,6
3178,b001179466911001,7777,6
3179,1007,1409,55
3180,b001179468211001,7777,54
3181,b001179468211001,7777,54
3182,b001179513711001,7777,54
3183,b001179513711001,7777,54
3184,1006,1007,8
3185,b001179534011001,7777,8
3186,b001179534011001,7777,8
3187,b001179513711001,7777,8
3188,b001179513711001,7777,8
3189,1003,1017,114
3190,b001179515111001,7777,114
3191,b001179515111001,7777,113
3192,b001179514911001,7777,114
3193,b001179514911001,7777,113
3194,1006,531051676,62
3195,b001179534011001,7777,62
3196,b001179534011001,7777,62
3197,1016,1021,8
3198,b001179556011001,7777,8
3199,b001179556011001,7777,8
3200,b001179515211001,7777,8
3201,b001179515211001,7777,8
3202,1036,1006,44
3203,b001179534011001,7777,44
3204,b001179534011001,7777,44
3205,b001179516011001,7777,44
3206,b001179516011001,7777,44
3207,1954,1950,65
3208,b001179550511001,7777,64
3209,b001179550511001,7777,64
3210,b002179181011001,7777,64
3211,b002179181011001,7777,64
3212,1803,1046,44
3213,b001179514211001,7777,44
3214,b001179514211001,7777,43
3215,b001179477111001,7777,43
3216,b001179477111001,7777,43
3217,1036,1006,35
3218,b001179516011001,7777,35
3219,b001179516011001,7777,35
3220,b001179534011001,7777,35
3221,b001179534011001,7777,35
3222,1006,1036,29
3223,b001179516011001,7777,28
3224,b001179516011001,7777,28
3225,b001179534011001,7777,28
3226,b001179534011001,7777,28
3227,1017,1920,29
3228,b001179514911001,7777,29
3229,b001179514911001,7777,29
3230,b001179464211001,7777,29
3231,b001179464211001,7777,29
3232,1616,1614,104
3233,b002179164511001,7777,104
3234,b002179164511001,7777,104
3235,1707,538503088,639
3236,b001179459611001,7777,639
3237,b001179459611001,7777,639
3238,1029,1714,4
3239,b001179532911001,7777,3
3240,b001179532911001,7777,3
3241,1407,1614,174
3242,b001179470911001,7777,173
3243,b001179470911001,7777,173
3244,b002179164511001,7777,173
3245,b002179164511001,7777,173
3246,1618,1614,126
3247,b002179182111001,7777,126
3248,b002179182111001,7777,126
3249,b002179164511001,7777,126
3250,b002179164511001,7777,126
3251,118350400,99,40
3252,b001179533011001,7777,78
3253,b001179533011001,7777,78
3254,1007,1409,48
3255,b001179513711001,7777,48
3256,b001179513711001,7777,48
3257,b001179468211001,7777,48
3258,b001179468211001,7777,48
3259,118350400,93,260
3260,b001179533011001,7777,134
3261,b001179533011001,7777,134
3262,1305,1503,36
3263,b001179462511001,7777,35
3264,b001179462511001,7777,35
3265,b001179474511001,7777,35
3266,b001179474511001,7777,35
3267,97450049033,99,21
3268,1617,1614,20
3269,b002179164211001,7777,19
3270,b002179164211001,7777,19
3271,b002179164511001,7777,21
3272,b002179164511001,7777,20
3273,1616,560571203,513
3274,b002179193111001,7777,513
3275,b002179193111001,7777,512
3276,1415,1907,1
3277,b001179469711001,7777,1
3278,b001179469711001,7777,1
3279,1017,2990,236
3280,b001179514911001,7777,236
3281,b001179514911001,7777,235
3282,1415,1912,86
3283,b001179466811001,7777,86
3284,b001179466811001,7777,85
3285,b001179469711001,7777,86
3286,b001179469711001,7777,85
3287,1802,1614,13
3288,b002179193011001,7777,12
3289,b002179193011001,7777,12
3290,b001179521711001,7777,13
3291,b001179521711001,7777,12
3292,1409,1614,1
3293,1802,1614,123
3294,b001179521711001,7777,123
3295,b001179521711001,7777,122
3296,b002179164511001,7777,123
3297,b002179164511001,7777,123
3298,1614,1409,69
3299,b001179468211001,7777,69
3300,b001179468211001,7777,69
3301,b002179164511001,7777,69
3302,b002179164511001,7777,69
3303,1201,1618,28
3304,b002179164211001,7777,28
3305,b002179164211001,7777,28
3306,b001179467011001,7777,28
3307,b001179467011001,7777,28
3308,1003,500233520,2418
3309,b001179515111001,7777,2417
3310,b001179515111001,7777,2417
3311,1919,1904,2
3312,b001179462911001,7777,2
3313,b001179462911001,7777,2
3314,1005,1409,66
3315,b001179554911001,7777,65
3316,b001179554911001,7777,65
3317,b001179468211001,7777,66
3318,b001179468211001,7777,65
3319,1420,1100,4
3320,b001179476911001,7777,3
3321,b001179476911001,7777,3
3322,1910,1421,69
3323,b001179484011001,7777,68
3324,b001179484011001,7777,68
3325,1030,567391833,38
3326,b001179541111001,7777,37
3327,b001179541111001,7777,37
3328,1201,1618,16
3329,b001179467011001,7777,16
3330,b001179467011001,7777,15
3331,b002179164211001,7777,15
3332,b002179164211001,7777,15
3333,1012,504333462,224
3334,b001179517711001,7777,224
3335,b001179517711001,7777,224
3336,3982,1000,6
3337,b001179520711001,7777,6
3338,b001179520711001,7777,6
3339,1607,1017,60
3340,b001179514911001,7777,60
3341,b001179514911001,7777,60
3342,b001179476311001,7777,61
3343,b001179476311001,7777,61
3344,1950,1016,18
3345,b001179515211001,7777,18
3346,b001179515211001,7777,18
3347,b001179550511001,7777,18
3348,b001179550511001,7777,18
3349,3982,1910,157
3350,b001179520711001,7777,156
3351,b001179520711001,7777,156
3352,1910,1421,96
3353,b001179484011001,7777,96
3354,b001179484011001,7777,96
3355,1912,1920,24
3356,b001179466811001,7777,23
3357,b001179466811001,7777,23
3358,b001179464211001,7777,23
3359,b001179464211001,7777,23
3360,114459100,99,23
3361,114459100,91,96
3362,b001179534711001,7777,96
3363,b001179534711001,7777,96
3364,1415,1904,2
3365,b001179469711001,7777,1
3366,b001179469711001,7777,1
3367,550617420,99,21
3368,550617420,99,9
3369,1904,1415,2
3370,b001179469911001,7777,1
3371,b001179469911001,7777,1
3372,1001,503910832,77
3373,b001179533011001,7777,76
3374,b001179533011001,7777,76
3375,503910832,99,15
3376,1421,1000,3
3377,b001179484011001,7777,2
3378,b001179484011001,7777,2
3379,1016,1005,48
3380,b001179554911001,7777,47
3381,b001179554911001,7777,47
3382,b001179515211001,7777,48
3383,b001179515211001,7777,48
3384,1421,1001,6
3385,b001179484011001,7777,5
3386,b001179484011001,7777,5
3387,1001,503910832,237
3388,b001179533011001,7777,237
3389,b001179533011001,7777,237
3390,1030,1407,11
3391,b001179470911001,7777,11
3392,b001179470911001,7777,11
3393,b001179541111001,7777,11
3394,b001179541111001,7777,11
3395,534231543,99,23
3396,1000,1421,71
3397,b001179484011001,7777,70
3398,b001179484011001,7777,70
3399,b001179548511001,7777,71
3400,b001179548511001,7777,71
3401,1407,1009,102
3402,b001179470911001,7777,102
3403,b001179470911001,7777,102
3404,b001179534711001,7777,103
3405,b001179534711001,7777,103
3406,1421,1910,51
3407,b001179484011001,7777,51
3408,b001179484011001,7777,51
3409,1000,1017,49
3410,b001179548511001,7777,48
3411,b001179548511001,7777,48
3412,b001179514911001,7777,49
3413,b001179514911001,7777,48
3414,2802,1036,3
3415,1421,1030,2
3416,b001179484011001,7777,2
3417,b001179484011001,7777,2
3418,534231543,99,9
3419,1421,1031,45
3420,b001179530111001,7777,44
3421,b001179530111001,7777,44
3422,b001179484011001,7777,44
3423,b001179484011001,7777,44
3424,534231543,1017,112
3425,b001179514911001,7777,111
3426,b001179514911001,7777,111
3427,1409,1005,6
3428,b001179468211001,7777,6
3429,b001179468211001,7777,6
3430,2703,1049,239
3431,b001179537211001,7777,238
3432,b001179537211001,7777,238
3433,1037,1617,97
3434,b002179164211001,7777,97
3435,b002179164211001,7777,97
3436,b001179538311001,7777,97
3437,b001179538311001,7777,97
3438,1910,1421,32
3439,b001179484011001,7777,32
3440,b001179484011001,7777,32
3441,1703,1600,5
3442,b001179471411001,7777,5
3443,b001179471411001,7777,5
3444,1910,3982,49
3445,b001179520711001,7777,49
3446,b001179520711001,7777,48
3447,581564800,99,44
3448,1703,1920,25
3449,b001179471411001,7777,25
3450,b001179471411001,7777,25
3451,b001179464211001,7777,25
3452,b001179464211001,7777,25
3453,1014,1012,3
3454,b001179517711001,7777,3
3455,b001179517711001,7777,3
3456,b001179515911001,7777,3
3457,b001179515911001,7777,3
3458,b001179515911001,7777,20
3459,b001179515911001,7777,19
3460,1037,1014,28
3461,b001179538311001,7777,28
3462,b001179538311001,7777,27
3463,1037,1012,17
3464,b001179538311001,7777,17
3465,b001179538311001,7777,17
3466,b001179517711001,7777,17
3467,b001179517711001,7777,17
3468,1031,1421,60
3469,b001179530111001,7777,60
3470,b001179530111001,7777,60
3471,b001179484011001,7777,60
3472,b001179484011001,7777,60
3473,566919592,1691,275
3474,1031,1420,35
3475,b001179476911001,7777,35
3476,b001179476911001,7777,34
3477,b001179530111001,7777,35
3478,b001179530111001,7777,35
3479,581564800,90,98
3480,b001179548511001,7777,98
3481,b001179548511001,7777,98
3482,1950,1016,4
3483,b001179550511001,7777,3
3484,b001179550511001,7777,3
3485,b001179515211001,7777,3
3486,b001179515211001,7777,3
3487,1950,1409,15
3488,b001179550511001,7777,14
3489,b001179550511001,7777,14
3490,b001179468211001,7777,14
3491,b001179468211001,7777,14
3492,550617420,99,19
3493,2925,1009,5
3494,550617420,99,27
3495,b001179474711001,7777,11
3496,b001179474711001,7777,11
3497,1711,1910,13
3498,566919592,1691,21
3499,1904,1711,98
3500,b001179469911001,7777,97
3501,b001179469911001,7777,97
3502,b001179474711001,7777,97
3503,b001179474711001,7777,97
3504,9.72E+11,99,24
3505,b001179533011001,7777,180
3506,b001179533011001,7777,180
3507,1904,1017,18
3508,b001179469911001,7777,18
3509,b001179469911001,7777,18
3510,b001179514911001,7777,18
3511,b001179514911001,7777,18
3512,1000,1421,41
3513,b001179548511001,7777,40
3514,b001179548511001,7777,40
3515,b001179484011001,7777,41
3516,b001179484011001,7777,41
3517,9.72E+11,99,41
3518,1691,566919592,162
3519,1691,566919592,16
3520,1211,1703,48
3521,b001179461511001,7777,48
3522,b001179461511001,7777,48
3523,b001179471411001,7777,48
3524,b001179471411001,7777,48
3525,1691,566919592,12
3526,1000,1030,34
3527,b001179548511001,7777,33
3528,b001179548511001,7777,33
3529,b001179541111001,7777,33
3530,b001179541111001,7777,33
3531,1017,556497886,59
3532,b001179514911001,7777,58
3533,b001179514911001,7777,58
3534,1620,1007,7
3535,b001179513711001,7777,7
3536,b001179513711001,7777,7
3537,9.72E+11,99,20
3538,1000,1618,5
3539,b001179548511001,7777,5
3540,b001179548511001,7777,5
3541,566919592,1691,16
3542,1691,566919592,14
3543,1620,1007,77
3544,b001179513711001,7777,77
3545,b001179513711001,7777,77
3546,550617420,93,634
3547,b001179533011001,7777,369
3548,b001179533011001,7777,369
3549,1001,1618,6
3550,b001179533011001,7777,6
3551,b001179533011001,7777,6
3552,1617,1614,35
3553,b002179164211001,7777,35
3554,b002179164211001,7777,35
3555,b002179164511001,7777,36
3556,b002179164511001,7777,36
3557,501396082,99,22
3558,1000,1616,2
3559,b001179548511001,7777,2
3560,b001179548511001,7777,1
3561,b001179533011001,7777,47
3562,b001179533011001,7777,47
3563,1040,1038,8
3564,b001179515611001,7777,8
3565,b001179515611001,7777,7
3566,b001179517111001,7777,7
3567,b001179517111001,7777,7
3568,b001179517111001,7777,23
3569,b001179517111001,7777,22
3570,2802,1040,38
3571,501396082,93,87
3572,1001,1003,32
3573,b001179515111001,7777,32
3574,b001179515111001,7777,32
3575,b001179533011001,7777,32
