id,callingPartyNumber,originalCalledPartyNumber,duration
4331,501896108,99,7
4332,1000,505375362,15
4333,b001179559911001,7777,14
4334,b001179559911001,7777,14
4335,501896108,1407,90
4336,b001179470911001,7777,90
4337,b001179470911001,7777,90
4338,1407,1030,1
4339,b001179470911001,7777,1
4340,1030,541008735,39
4341,b001179541111001,7777,38
4342,b001179541111001,7777,38
4343,1021,1409,75
4344,b001179468211001,7777,75
4345,b001179468211001,7777,75
4346,b001179556011001,7777,75
4347,b001179556011001,7777,75
4348,1021,1618,3
4349,b001179556011001,7777,2
4350,b001179556011001,7777,2
4351,1006,1036,3
4352,b001179534011001,7777,2
4353,b001179534011001,7777,2
4354,1407,1030,39
4355,b001179470911001,7777,38
4356,b001179470911001,7777,38
4357,b001179541111001,7777,38
4358,b001179541111001,7777,38
4359,1036,2980,100
4360,b001179516011001,7777,99
4361,b001179516011001,7777,99
4362,1036,1006,3
4363,b001179516011001,7777,3
4364,b001179516011001,7777,3
4365,1036,1006,2
4366,b001179516011001,7777,2
4367,b001179516011001,7777,1
4368,1001,504224863,157
4369,b001179533011001,7777,157
4370,b001179533011001,7777,156
4371,1036,1006,6
4372,b001179516011001,7777,6
4373,b001179516011001,7777,6
4374,1036,1006,4
4375,b001179516011001,7777,4
4376,b001179516011001,7777,3
4377,2980,1046,94
4378,b001179514211001,7777,94
4379,b001179514211001,7777,94
4380,1036,1006,51
4381,b001179516011001,7777,50
4382,b001179516011001,7777,50
4383,b001179534011001,7777,50
4384,b001179534011001,7777,50
4385,b001179534011001,7777,16
4386,b001179534011001,7777,16
4387,1006,1036,19
4388,b001179516011001,7777,19
4389,b001179516011001,7777,18
4390,1011,1006,21
4391,b001179516211001,7777,20
4392,b001179516211001,7777,20
4393,b001179534011001,7777,20
4394,b001179534011001,7777,20
4395,1006,1036,335
4396,b001179516011001,7777,334
4397,b001179516011001,7777,334
4398,b001179534011001,7777,334
4399,b001179534011001,7777,334
4400,1614,1618,5
4401,b002179164511001,7777,4
4402,b002179164511001,7777,4
4403,4.47E+11,99,22
4404,4.47E+11,99,10
4405,1205,1614,133
4406,b002179164511001,7777,132
4407,b002179164511001,7777,132
4408,b001179561911001,7777,132
4409,b001179561911001,7777,132
4410,1950,1409,60
4411,b001179468211001,7777,59
4412,b001179468211001,7777,59
4413,b001179550511001,7777,59
4414,b001179550511001,7777,59
4415,1803,1610,3
4416,b001179477111001,7777,3
4417,b001179477111001,7777,3
4418,1009,1046,106
4419,b001179514211001,7777,105
4420,b001179514211001,7777,105
4421,b001179534711001,7777,106
4422,b001179534711001,7777,106
4423,1610,1803,2
4424,b001179556911001,7777,1
4425,b001179556911001,7777,1
4426,1011,1007,56
4427,b001179516211001,7777,56
4428,b001179516211001,7777,56
4429,b001179513711001,7777,57
4430,b001179513711001,7777,57
4431,1006,1036,359
4432,b001179534011001,7777,359
4433,b001179534011001,7777,359
4434,b001179516011001,7777,359
4435,b001179516011001,7777,359
4436,1031,509660647,249
4437,b001179530111001,7777,249
4438,b001179530111001,7777,248
4439,1011,1006,17
4440,b001179516211001,7777,17
4441,b001179516211001,7777,16
4442,b001179534011001,7777,18
4443,b001179534011001,7777,17
4444,4.42E+11,99,42
4445,1030,555279732,34
4446,b001179541111001,7777,33
4447,b001179541111001,7777,33
4448,1416,548941111,260
4449,b001179464111001,7777,260
4450,b001179464111001,7777,259
4451,1416,544880310,761
4452,b001179464111001,7777,760
4453,b001179464111001,7777,760
4454,564651687,99,40
4455,564651687,99,29
4456,534034712,99,18
4457,534034712,99,26
4458,534034712,99,41
4459,534034712,99,18
4460,1950,1951,5
4461,b001179550511001,7777,5
4462,b001179550511001,7777,5
4463,b001179522111001,7777,5
4464,b001179522111001,7777,5
4465,549091965,99,7
4466,509666637,99,52
4467,1950,500465410,68
4468,b001179550511001,7777,67
4469,b001179550511001,7777,67
4470,1950,500465410,46
4471,b001179550511001,7777,46
4472,b001179550511001,7777,46
4473,1951,1950,16
4474,b001179550511001,7777,15
4475,b001179550511001,7777,15
4476,b001179522111001,7777,15
4477,b001179522111001,7777,15
4478,1950,1951,14
4479,b001179550511001,7777,14
4480,b001179550511001,7777,14
4481,b001179522111001,7777,14
4482,b001179522111001,7777,14
4483,1950,1951,43
4484,b001179550511001,7777,42
4485,b001179550511001,7777,42
4486,b001179522111001,7777,42
4487,b001179522111001,7777,42
4488,1951,1950,41
4489,b001179550511001,7777,41
4490,b001179550511001,7777,41
4491,b001179522111001,7777,42
4492,b001179522111001,7777,42
4493,1951,1950,21
4494,b001179522111001,7777,21
4495,b001179522111001,7777,20
4496,b001179550511001,7777,21
4497,b001179550511001,7777,21
4498,1806,543652240,32
4499,b001179476211001,7777,32
4500,b001179476211001,7777,32
4501,1950,1951,6
4502,b001179550511001,7777,5
4503,b001179550511001,7777,5
4504,1950,1951,29
4505,b001179522111001,7777,28
4506,b001179522111001,7777,28
4507,b001179550511001,7777,28
4508,b001179550511001,7777,28
4509,1950,1951,28
4510,b001179550511001,7777,27
4511,b001179550511001,7777,27
4512,b001179522111001,7777,27
4513,b001179522111001,7777,27
4514,1950,1951,71
4515,b001179550511001,7777,70
4516,b001179550511001,7777,70
4517,b001179522111001,7777,70
4518,b001179522111001,7777,70
4519,1950,1951,18
4520,b001179522111001,7777,17
4521,b001179522111001,7777,17
4522,b001179550511001,7777,17
4523,b001179550511001,7777,17
4524,1950,1951,11
4525,b001179550511001,7777,11
4526,b001179550511001,7777,11
4527,b001179522111001,7777,11
4528,b001179522111001,7777,11
4529,1616,8008912004,3926
4530,1951,1950,25
4531,b001179522111001,7777,24
4532,b001179522111001,7777,24
4533,b001179550511001,7777,24
4534,b001179550511001,7777,24
4535,1950,1951,8
4536,b001179550511001,7777,8
4537,b001179550511001,7777,8
4538,b001179522111001,7777,8
4539,b001179522111001,7777,8
4540,558636601,99,6
4541,558636601,1950,15
4542,b001179550511001,7777,14
4543,b001179550511001,7777,14
4544,1102,8000,2
4545,b001179515011001,7777,1
4546,b001179515011001,7777,1
4547,1950,1951,32
4548,b001179522111001,7777,32
4549,b001179522111001,7777,32
4550,b001179550511001,7777,32
4551,b001179550511001,7777,32
4552,1001,1421,49
4553,b001179533011001,7777,49
4554,b001179533011001,7777,49
4555,b001179484011001,7777,49
4556,b001179484011001,7777,49
4557,1031,581293435,125
4558,b001179530111001,7777,125
4559,b001179530111001,7777,125
4560,1036,1006,76
4561,b001179516011001,7777,76
4562,b001179516011001,7777,76
4563,b001179534011001,7777,76
4564,b001179534011001,7777,76
4565,594996176,90,36
4566,b001179532911001,7777,36
4567,b001179532911001,7777,36
4568,1000,1031,23
4569,b001179530111001,7777,22
4570,b001179530111001,7777,22
4571,b001179559911001,7777,22
4572,b001179559911001,7777,22
4573,1036,1011,59
4574,b001179563711001,7777,58
4575,b001179563711001,7777,58
4576,b001179516011001,7777,58
4577,b001179516011001,7777,58
4578,b001179559911001,7777,42
4579,b001179559911001,7777,42
4580,1308,1703,3
4581,b001179549611001,7777,3
4582,b001179549611001,7777,3
4583,1031,543743011,38
4584,b001179530111001,7777,38
4585,b001179530111001,7777,37
4586,1610,1950,40
4587,b001179550511001,7777,39
4588,b001179550511001,7777,39
4589,b001179556911001,7777,39
4590,b001179556911001,7777,39
4591,b001179559911001,7777,34
4592,b001179559911001,7777,34
4593,505207116,90,61
4594,1407,1616,12
4595,b001179470911001,7777,11
4596,b001179470911001,7777,11
4597,b002179164211001,7777,11
4598,b002179164211001,7777,11
4599,1920,1703,8
4600,b001179471411001,7777,7
4601,b001179471411001,7777,7
4602,b001179464211001,7777,7
4603,b001179464211001,7777,7
4604,1409,1005,72
4605,b001179468211001,7777,72
4606,b001179468211001,7777,72
4607,b001179554911001,7777,72
4608,b001179554911001,7777,72
4609,1010,920011561,133
4610,b001179516511001,7777,132
4611,b001179516511001,7777,132
4612,1950,1000,6
4613,b001179550511001,7777,6
4614,b001179550511001,7777,6
4615,b001179559911001,7777,6
4616,b001179559911001,7777,6
4617,543873143,90,62
4618,543873143,1031,6
4619,543873143,99,10
4620,b001179532911001,7777,32
4621,b001179532911001,7777,31
4622,1000,538901234,32
4623,b001179559911001,7777,32
4624,b001179559911001,7777,32
4625,1015,1426,86
4626,b001179533211001,7777,85
4627,b001179533211001,7777,85
4628,b001179472111001,7777,87
4629,b001179472111001,7777,86
4630,1412,2703,128
4631,b001179556711001,7777,128
4632,b001179556711001,7777,128
4633,1951,1950,14
4634,b001179522111001,7777,14
4635,b001179522111001,7777,13
4636,b001179550511001,7777,14
4637,b001179550511001,7777,14
4638,2925,1036,47
4639,b001179516011001,7777,47
4640,b001179516011001,7777,47
4641,594996176,99,16
4642,501896108,1407,184
4643,b001179470911001,7777,184
4644,b001179470911001,7777,183
4645,1017,1920,27
4646,b001179514911001,7777,26
4647,b001179514911001,7777,26
4648,b001179464211001,7777,26
4649,b001179464211001,7777,26
4650,1426,1008,5
4651,b001179472111001,7777,6
4652,b001179472111001,7777,6
4653,1009,1021,254
4654,b001179556011001,7777,254
4655,b001179556011001,7777,253
4656,b001179534711001,7777,253
4657,b001179534711001,7777,253
4658,533051665,99,43
4659,1010,920011561,42
4660,b001179516511001,7777,42
4661,b001179516511001,7777,41
4662,1007,1618,6
4663,b001179513711001,7777,6
4664,b001179513711001,7777,6
4665,1027,553248620,436
4666,b001179531811001,7777,435
4667,b001179531811001,7777,435
4668,2985,1425,2
4669,1616,1614,36
4670,b002179164511001,7777,35
4671,b002179164511001,7777,35
4672,b001179530111001,7777,38
4673,b001179530111001,7777,37
4674,1409,1007,24
4675,b001179468211001,7777,24
4676,b001179468211001,7777,24
4677,b001179513711001,7777,24
4678,b001179513711001,7777,24
4679,1031,1420,2
4680,b001179530111001,7777,1
4681,b001179530111001,7777,1
4682,505207116,99,50
4683,4001,5001,2
4684,b001179546111001,7777,2
4685,b001179546111001,7777,1
4686,1407,1950,4
4687,b001179470911001,7777,4
4688,b001179470911001,7777,3
4689,1407,1951,14
4690,b001179470911001,7777,14
4691,b001179470911001,7777,14
4692,b001179522111001,7777,14
4693,b001179522111001,7777,14
4694,1018,1618,12
4695,b001179517311001,7777,11
4696,b001179517311001,7777,11
4697,b002179182111001,7777,11
4698,b002179182111001,7777,11
4699,1950,1000,1
4700,b001179550511001,7777,1
4701,b001179514211001,7777,91
4702,b001179514211001,7777,91
4703,2703,1046,97
4704,1409,1618,32
4705,b002179164211001,7777,31
4706,b002179164211001,7777,31
4707,b001179468211001,7777,31
4708,b001179468211001,7777,31
4709,1707,1614,74
4710,b002179164511001,7777,74
4711,b002179164511001,7777,74
4712,b001179459611001,7777,74
4713,b001179459611001,7777,73
4714,1308,1702,32
4715,b001179549611001,7777,31
4716,b001179549611001,7777,31
4717,b001179463011001,7777,32
4718,b001179463011001,7777,31
4719,1017,1030,6
4720,b001179514911001,7777,6
4721,b001179514911001,7777,6
4722,1409,1618,65
4723,b001179468211001,7777,65
4724,b001179468211001,7777,65
4725,b002179164211001,7777,65
4726,b002179164211001,7777,65
4727,1046,1703,74
4728,b001179514211001,7777,74
4729,b001179514211001,7777,73
4730,b001179471411001,7777,74
4731,b001179471411001,7777,73
4732,534994444,90,156
4733,b001179559911001,7777,155
4734,b001179559911001,7777,155
4735,1904,1421,35
4736,b001179469911001,7777,35
4737,b001179469911001,7777,35
4738,b001179484011001,7777,36
4739,b001179484011001,7777,36
4740,1003,1021,92
4741,b001179515111001,7777,91
4742,b001179515111001,7777,91
4743,b001179556011001,7777,91
4744,b001179556011001,7777,91
4745,b001179532911001,7777,57
4746,b001179532911001,7777,57
4747,1029,1031,17
4748,b001179530111001,7777,17
4749,b001179530111001,7777,17
4750,b001179532911001,7777,17
4751,b001179532911001,7777,17
4752,9.72E+11,93,163
4753,b001179559911001,7777,162
4754,b001179559911001,7777,162
4755,1407,1036,61
4756,b001179470911001,7777,61
4757,b001179470911001,7777,61
4758,b001179516011001,7777,61
4759,b001179516011001,7777,61
4760,1021,1409,68
4761,b001179556011001,7777,68
4762,b001179556011001,7777,68
4763,b001179468211001,7777,68
4764,b001179468211001,7777,68
4765,1950,1000,2
4766,b001179550511001,7777,2
4767,b001179550511001,7777,2
4768,1950,1002,3
4769,b001179550511001,7777,2
4770,b001179550511001,7777,2
4771,1011,1007,31
4772,b001179563711001,7777,31
4773,b001179563711001,7777,31
4774,b001179513711001,7777,32
4775,b001179513711001,7777,32
4776,1950,1002,3
4777,b001179550511001,7777,3
4778,b001179550511001,7777,2
4779,1703,1046,301
4780,b001179514211001,7777,301
4781,b001179514211001,7777,300
4782,b001179471411001,7777,301
4783,b001179471411001,7777,301
4784,1006,1036,354
4785,b001179516011001,7777,354
4786,b001179516011001,7777,354
4787,b001179534011001,7777,354
4788,b001179534011001,7777,354
4789,1618,1614,24
4790,b002179182111001,7777,23
4791,b002179182111001,7777,23
4792,b002179164511001,7777,23
4793,b002179164511001,7777,23
4794,1046,1409,2
4795,b001179514211001,7777,2
4796,b001179514211001,7777,2
4797,1000,1618,3
4798,b001179559911001,7777,3
4799,b001179559911001,7777,3
4800,b001179541111001,7777,33
4801,b001179541111001,7777,32
4802,1804,1501,16
4803,b001179460211001,7777,16
4804,b001179460211001,7777,16
4805,b001179526311001,7777,16
4806,b001179526311001,7777,16
4807,581076349,99,20
4808,581076349,99,12
4809,1040,1036,3
4810,1616,1614,64
4811,b002179164511001,7777,64
4812,b002179164511001,7777,64
4813,1954,1951,90
4814,b001179522111001,7777,90
4815,b001179522111001,7777,90
4816,b002179181011001,7777,90
4817,b002179181011001,7777,89
4818,557251467,99,28
4819,1616,560568343,516
4820,b001179559911001,7777,27
4821,b001179559911001,7777,27
4822,b001179559911001,7777,1
4823,1001,543873143,94
4824,b001179533011001,7777,53
4825,b001179533011001,7777,53
4826,1024,1500,6
4827,b001179513811001,7777,5
4828,b001179513811001,7777,5
4829,534994444,99,42
4830,533461931,99,41
4831,1021,554039940,358
4832,b001179556011001,7777,358
4833,b001179556011001,7777,358
4834,1920,1703,13
4835,b001179471411001,7777,13
4836,b001179471411001,7777,12
4837,b001179464211001,7777,13
4838,b001179464211001,7777,12
4839,1046,1211,2
4840,b001179514211001,7777,2
4841,b001179514211001,7777,2
4842,15125226408,93,429
4843,b001179533011001,7777,429
4844,b001179533011001,7777,428
4845,1308,1415,3
4846,b001179549611001,7777,3
4847,b001179549611001,7777,3
4848,506470064,99,44
4849,501896108,99,31
4850,566329846,99,41
4851,506470064,90,32
4852,b001179559911001,7777,31
4853,b001179559911001,7777,31
4854,501896108,1407,19
4855,1018,1614,78
4856,b001179517311001,7777,77
4857,b001179517311001,7777,77
4858,b002179164511001,7777,77
4859,b002179164511001,7777,77
4860,1312,1014,204
4861,b001179556011001,7777,203
4862,b001179556011001,7777,203
4863,b001179475511001,7777,203
4864,b001179475511001,7777,203
4865,1001,4.48E+11,2584
4866,b001179533011001,7777,2584
4867,b001179533011001,7777,2584
4868,501884422,99,18
4869,1024,1504,107
4870,b001179469511001,7777,107
4871,b001179469511001,7777,106
4872,b001179513811001,7777,106
4873,b001179513811001,7777,106
4874,1211,1911,3
4875,b001179461511001,7777,2
4876,b001179461511001,7777,2
4877,1308,1703,2
4878,b001179549611001,7777,2
4879,b001179549611001,7777,2
4880,1950,1951,16
4881,b001179522111001,7777,16
4882,b001179522111001,7777,15
4883,b001179550511001,7777,15
4884,b001179550511001,7777,15
4885,1904,1614,130
4886,b001179469911001,7777,129
4887,b001179469911001,7777,129
4888,b002179164511001,7777,130
4889,b002179164511001,7777,130
4890,1000,566329846,61
4891,b001179559911001,7777,61
4892,b001179559911001,7777,61
4893,1001,1031,29
4894,b001179530111001,7777,28
4895,b001179530111001,7777,28
4896,b001179533011001,7777,28
4897,b001179533011001,7777,28
4898,540577191,99,40
4899,2915,1017,17
4900,b001179514911001,7777,16
4901,b001179514911001,7777,16
4902,561103294,90,364
4903,534994444,99,38
4904,505207116,99,41
4905,1001,1031,23
4906,b001179530111001,7777,23
4907,b001179530111001,7777,23
4908,b001179533011001,7777,23
4909,b001179533011001,7777,23
4910,1419,1618,72
4911,b002179164211001,7777,71
4912,b002179164211001,7777,71
4913,b001179466911001,7777,71
4914,b001179466911001,7777,71
4915,1426,1207,2
4916,b001179472111001,7777,2
4917,b001179472111001,7777,2
4918,1426,1207,19
4919,b001179472111001,7777,19
4920,b001179472111001,7777,18
4921,b001179479211001,7777,19
4922,b001179479211001,7777,18
4923,1007,1618,13
4924,b001179513711001,7777,12
4925,b001179513711001,7777,12
4926,b001179556911001,7777,12
4927,b001179556911001,7777,12
4928,1804,114459300,44
4929,b001179526311001,7777,43
4930,b001179526311001,7777,43
4931,1951,1950,53
4932,b001179564811001,7777,53
4933,b001179564811001,7777,52
4934,b001179522111001,7777,54
4935,b001179522111001,7777,53
4936,2703,1011,56
4937,b001179563711001,7777,56
4938,b001179563711001,7777,55
4939,533051665,90,31
4940,b001179559911001,7777,31
4941,b001179559911001,7777,30
4942,557251467,92,61
4943,b001179530111001,7777,60
4944,b001179530111001,7777,60
4945,1950,1000,26
4946,b001179550511001,7777,26
4947,b001179550511001,7777,26
4948,b001179559911001,7777,26
4949,b001179559911001,7777,26
4950,1912,1902,44
4951,b001179466811001,7777,44
4952,b001179466811001,7777,44
4953,b001179476811001,7777,44
4954,b001179476811001,7777,44
4955,557251467,99,38
4956,1031,540577191,31
4957,b001179530111001,7777,32
4958,b001179530111001,7777,32
4959,1017,506384143,109
4960,b001179514911001,7777,108
4961,b001179514911001,7777,108
4962,2985,1804,460
4963,b001179526311001,7777,459
4964,b001179526311001,7777,459
4965,1409,1005,4
4966,b001179468211001,7777,4
4967,b001179468211001,7777,4
4968,1031,599531184,58
4969,b001179530111001,7777,57
4970,b001179530111001,7777,57
4971,1409,1007,53
4972,b001179468211001,7777,52
4973,b001179468211001,7777,52
4974,b001179513711001,7777,52
4975,b001179513711001,7777,52
4976,560568343,99,43
4977,1422,1010,36
4978,b001179470511001,7777,35
4979,b001179470511001,7777,35
4980,b001179516511001,7777,35
4981,b001179516511001,7777,35
4982,5001,4001,1
4983,b001179536811001,7777,1
4984,b001179536811001,7777,1
4985,1713,1415,6
4986,b001179474211001,7777,6
4987,b001179474211001,7777,6
4988,1046,1910,147
4989,b001179514211001,7777,146
4990,b001179514211001,7777,146
4991,1017,596307654,62
4992,b001179514911001,7777,62
4993,b001179514911001,7777,62
4994,1036,1008,4
4995,b001179516011001,7777,4
4996,b001179516011001,7777,3
4997,1954,1950,99
4998,b001179564811001,7777,98
4999,b001179564811001,7777,98
5000,b002179181011001,7777,98
5001,b002179181011001,7777,98
5002,2700,1036,31
5003,b001179516011001,7777,31
5004,b001179516011001,7777,31
5005,1211,1703,3
5006,b001179461511001,7777,2
5007,b001179461511001,7777,2
5008,1405,592267582,11
5009,b001179470611001,7777,11
5010,b001179470611001,7777,11
5011,533461931,90,43
5012,b001179559911001,7777,42
5013,b001179559911001,7777,42
5014,1000,1031,11
5015,b001179559911001,7777,11
5016,b001179559911001,7777,10
5017,b001179530111001,7777,11
5018,b001179530111001,7777,11
5019,1414,1902,75
5020,b001179473611001,7777,74
5021,b001179473611001,7777,74
5022,b001179476811001,7777,74
5023,b001179476811001,7777,74
5024,1018,1910,13
5025,b001179517311001,7777,12
5026,b001179517311001,7777,12
5027,1015,1618,41
5028,b001179533211001,7777,40
5029,b001179533211001,7777,40
5030,b002179182111001,7777,40
5031,b002179182111001,7777,40
5032,1618,1009,3
5033,b002179182111001,7777,3
5034,b002179182111001,7777,3
5035,566329846,90,29
5036,b001179564911001,7777,28
5037,b001179564911001,7777,28
5038,1611,1037,71
5039,b002179169511001,7777,70
5040,b002179169511001,7777,70
5041,b001179538311001,7777,70
5042,b001179538311001,7777,70
5043,4001,3981,356
5044,b001179546111001,7777,355
5045,b001179546111001,7777,355
5046,b001179520511001,7777,385
5047,b001179520511001,7777,385
5048,501884422,93,125
5049,b001179533011001,7777,29
5050,b001179533011001,7777,29
5051,543873143,99,30
5052,1419,1421,2
5053,b001179466911001,7777,2
5054,b001179466911001,7777,2
5055,1421,1211,110
5056,b001179461511001,7777,110
5057,b001179461511001,7777,110
5058,b001179484011001,7777,110
5059,b001179484011001,7777,110
5060,1618,1018,134
5061,b002179182111001,7777,133
5062,b002179182111001,7777,133
5063,b001179517311001,7777,133
5064,b001179517311001,7777,133
5065,1021,1017,448
5066,b001179514911001,7777,447
5067,b001179514911001,7777,447
5068,b001179556011001,7777,448
5069,b001179556011001,7777,448
5070,b001179533011001,7777,94
5071,b001179533011001,7777,94
5072,1000,538901234,89
5073,b001179559911001,7777,44
5074,b001179559911001,7777,44
5075,1409,1007,50
5076,b001179468211001,7777,50
5077,b001179468211001,7777,49
5078,b001179513711001,7777,50
5079,b001179513711001,7777,49
5080,1703,1920,18
5081,b001179471411001,7777,18
5082,b001179471411001,7777,18
5083,b001179464211001,7777,18
5084,b001179464211001,7777,18
5085,1426,1207,11
5086,b001179472111001,7777,11
5087,b001179472111001,7777,10
5088,b001179479211001,7777,11
5089,b001179479211001,7777,10
5090,1015,1009,38
5091,b001179534711001,7777,37
5092,b001179534711001,7777,37
5093,b001179533211001,7777,37
5094,b001179533211001,7777,37
5095,1910,504469015,19
5096,b001179559911001,7777,61
5097,b001179559911001,7777,61
5098,1415,1012,2
5099,b001179469711001,7777,1
5100,b001179469711001,7777,1
5101,1031,1421,2
5102,b001179530111001,7777,1
5103,b001179530111001,7777,1
5104,1031,543743011,22
5105,b001179530111001,7777,22
5106,b001179530111001,7777,22
5107,1804,1414,27
5108,b001179473611001,7777,27
5109,b001179473611001,7777,26
5110,b001179526311001,7777,26
5111,b001179526311001,7777,26
5112,b001179559911001,7777,126
5113,b001179559911001,7777,126
5114,1954,1950,30
5115,b001179550511001,7777,30
5116,b001179550511001,7777,30
5117,b002179181011001,7777,30
5118,b002179181011001,7777,29
5119,1426,1015,3
5120,b001179472111001,7777,3
5121,b001179472111001,7777,3
5122,1017,1920,47
5123,b001179514911001,7777,46
5124,b001179514911001,7777,46
5125,b001179464211001,7777,46
5126,b001179464211001,7777,46
5127,530970100,93,860
5128,b001179559911001,7777,860
5129,b001179559911001,7777,860
5130,1024,1902,36
5131,b001179513811001,7777,35
5132,b001179513811001,7777,35
5133,b001179476811001,7777,36
5134,b001179476811001,7777,35
5135,1616,1614,42
5136,b002179164511001,7777,42
5137,b002179164511001,7777,42
5138,1046,114459300,15
5139,b001179514211001,7777,15
5140,b001179514211001,7777,14
5141,501884422,92,200
5142,b001179541111001,7777,71
5143,b001179541111001,7777,70
5144,1021,1312,39
5145,b001179475511001,7777,39
5146,b001179475511001,7777,39
5147,b001179556011001,7777,39
5148,b001179556011001,7777,38
5149,510027167,99,24
5150,543873143,99,42
5151,2925,1036,24
5152,b001179516011001,7777,23
5153,b001179516011001,7777,23
5154,b001179533011001,7777,34
5155,b001179533011001,7777,34
5156,534034712,99,24
5157,1804,1414,332
5158,b001179473611001,7777,331
5159,b001179473611001,7777,331
5160,b001179526311001,7777,332
5161,b001179526311001,7777,332
5162,1421,1407,22
5163,b001179484011001,7777,21
5164,b001179484011001,7777,21
5165,b001179470911001,7777,21
5166,b001179470911001,7777,21
5167,506470064,99,11
5168,506470064,93,13
5169,b001179559911001,7777,12
5170,b001179559911001,7777,12
5171,1000,1031,42
5172,b001179559911001,7777,42
5173,b001179559911001,7777,42
5174,1910,1005,63
5175,b001179554911001,7777,63
5176,b001179554911001,7777,62
5177,1910,1046,6
5178,b001179514211001,7777,6
5179,b001179514211001,7777,6
5180,4001,1010,92
5181,b001179516511001,7777,92
5182,b001179516511001,7777,91
5183,b001179546111001,7777,91
5184,b001179546111001,7777,91
5185,1003,500233520,99
5186,b001179515111001,7777,98
5187,b001179515111001,7777,98
5188,1000,1950,15
5189,b001179559911001,7777,15
5190,b001179559911001,7777,15
5191,b001179550511001,7777,15
5192,b001179550511001,7777,15
5193,1000,1421,29
5194,b001179559911001,7777,28
5195,b001179559911001,7777,28
5196,b001179484011001,7777,28
5197,b001179484011001,7777,28
5198,581076349,99,10
5199,1910,1608,56
5200,b002179164211001,7777,56
5201,b002179164211001,7777,56
5202,1005,1409,209
5203,b001179554911001,7777,209
5204,b001179554911001,7777,209
5205,b001179468211001,7777,209
5206,b001179468211001,7777,209
5207,1905,1614,111
5208,b001179469011001,7777,110
5209,b001179469011001,7777,110
5210,b002179164511001,7777,110
5211,b002179164511001,7777,110
5212,1009,1049,34
5213,b001179537211001,7777,34
5214,b001179537211001,7777,34
5215,b001179534711001,7777,34
5216,b001179534711001,7777,34
5217,552980826,99,21
5218,1954,1950,18
5219,b001179550511001,7777,17
5220,b001179550511001,7777,17
5221,b002179181011001,7777,17
5222,b002179181011001,7777,17
5223,1904,1614,48
5224,b001179469911001,7777,48
5225,b001179469911001,7777,48
5226,b002179164511001,7777,48
5227,b002179164511001,7777,48
5228,1019,567582211,175
5229,b001179512511001,7777,175
5230,b001179512511001,7777,175
5231,506470064,99,12
5232,501884422,99,13
5233,1407,1950,12
5234,b001179470911001,7777,12
5235,b001179470911001,7777,12
5236,5001,1012,38
5237,b001179556011001,7777,37
5238,b001179556011001,7777,37
5239,b001179536811001,7777,37
5240,b001179536811001,7777,37
5241,1001,1611,3
5242,b001179533011001,7777,3
5243,b001179533011001,7777,3
5244,1910,556582647,17
5245,1426,1008,6
5246,b001179472111001,7777,6
5247,b001179472111001,7777,6
5248,1003,500233520,2736
5249,b001179515111001,7777,2736
5250,b001179515111001,7777,2735
5251,560568343,1610,720
5252,9.72E+11,99,23
5253,1504,1415,2
5254,b001179469511001,7777,2
5255,b001179469511001,7777,2
5256,530970100,99,22
5257,554943003,90,280
5258,1409,1005,26
5259,b001179468211001,7777,26
5260,b001179468211001,7777,25
5261,b001179554911001,7777,26
5262,b001179554911001,7777,25
5263,505207116,1031,61
5264,b001179530111001,7777,60
5265,b001179530111001,7777,60
5266,1951,1950,12
5267,b001179550511001,7777,12
5268,b001179550511001,7777,12
5269,b001179522111001,7777,12
5270,b001179522111001,7777,12
5271,1031,1017,8
5272,b001179530111001,7777,8
5273,b001179530111001,7777,8
5274,b001179514911001,7777,8
5275,b001179514911001,7777,8
5276,1910,1608,558
5277,b001179556911001,7777,558
5278,b001179556911001,7777,558
5279,543873143,99,46
5280,b001179559911001,7777,4
5281,b001179559911001,7777,4
5282,534034712,90,98
5283,,99,31
5284,1912,1905,20
5285,b001179466811001,7777,20
5286,b001179466811001,7777,20
5287,b001179469011001,7777,20
5288,b001179469011001,7777,20
5289,1036,2803,152
5290,b001179516011001,7777,151
5291,b001179516011001,7777,151
5292,1015,1049,134
5293,b001179533211001,7777,134
5294,b001179533211001,7777,134
5295,b001179537211001,7777,134
5296,b001179537211001,7777,134
5297,1011,1007,24
5298,b001179563711001,7777,24
5299,b001179563711001,7777,24
5300,b001179513711001,7777,24
5301,b001179513711001,7777,24
5302,,93,160
5303,b001179559911001,7777,159
5304,b001179559911001,7777,159
5305,1505,1414,47
5306,b001179467311001,7777,46
5307,b001179467311001,7777,46
5308,b001179473611001,7777,46
5309,b001179473611001,7777,46
5310,550779022,99,41
5311,1950,1951,18
5312,b001179522111001,7777,18
5313,b001179522111001,7777,18
5314,b001179564811001,7777,18
5315,b001179564811001,7777,18
5316,1308,1415,2
5317,b001179549611001,7777,2
5318,b001179549611001,7777,2
5319,1504,1506,15
5320,b001179460811001,7777,15
5321,b001179460811001,7777,15
5322,b001179469511001,7777,15
5323,b001179469511001,7777,14
5324,1000,1617,5
5325,b001179559911001,7777,5
5326,b001179559911001,7777,5
5327,1910,1038,507
5328,b001179515611001,7777,506
5329,b001179515611001,7777,506
5330,2803,1000,2
5331,1421,1419,34
5332,b001179466911001,7777,34
5333,b001179466911001,7777,34
5334,b001179484011001,7777,34
5335,b001179484011001,7777,34
